ID,URL,Type,Corpus,Date,Dateline,Place,Topic,Title,Body,Notes,Snippet,Context,Summary
Review: 247 : Amazon Echo - Black,null,0,Amazon Review,Fri Nov 13 00:00:00 EST 2015,"November 13, 2015",null,Amazon Echo - Black,null,I absolutely Love this! Got it today and had some issue hooking it up to my laptop so called Amazon Customer Service and they were super helpful. It seems I have some privacy settings which wouldn't allow the set up so did it with my Kindle....and within 3 minutes I was flipping from artist to artist for music....asking Alexa to raise the volume or lower it. Awesome! Just for the music it is worth it (I bought it when it went down to 149 on Veterans Day)...you can be in another room and Alexa will hear you. I can't wait to find out everything this device can do...but in my first hour....I am really impressed.,null,null,,null
Review: 356 : Amazon Echo - Black,null,0,Amazon Review,Mon Jul 04 00:00:00 EDT 2016,"July 4, 2016",null,Amazon Echo - Black,null,"Echo is a neat device and gives me ""someone"" to talk to working in my home office. It provides information (weather, news, answers to miscellaneous questions), answers to math questions, and plays music I request. I hope to have it link to some of my smart home devices, also.",null,null,,null
Review: 28 : Amazon Echo - Black,null,0,Amazon Review,Fri Jun 19 00:00:00 EDT 2015,"June 19, 2015",null,Amazon Echo - Black,null,"So far, so good. I haven't had much time to try it out, but so far, I love it! I hope in the future you will be able to pick a name, male or female, and I hope that they will offer it in white. Some people might appreciate silver as well. Great concept, and I love it already!",null,null,,null
Review: 289 : Amazon Echo - Black,null,0,Amazon Review,Thu Nov 19 00:00:00 EST 2015,"November 19, 2015",null,Amazon Echo - Black,null,"Good speakers. I love listening to pandora on it. Some minor issues that need fixing though: 1- mispronounces my name, so i had to change the way it's typed 2- doesn't have a timed reminder!! For example you can't say 'Alexa, remind me to do the groceries at 3 o'clock': it will just add an item to your to do list, which is silly. 3- struggles to understand more than one person. Sometimes activates when nobody spoke to it. Gets confused by the tv. You know, the usual voice recognition software bugs. 4- she really doesn't know very much. She can't answer most questions (that could easily be answered by a Google search). Still a fun addition to my home.",null,null,,null
Review: 63 : Amazon Echo - Black,null,0,Amazon Review,Tue Jun 23 00:00:00 EDT 2015,"June 23, 2015",null,Amazon Echo - Black,null,"Oh, Alexa...what would I do without you? We've had our Echo since December 2015. She is a blast. She's ready with information whenever I need her. ""Alexa, what time is the Cowboys game?"" (Quiet, haters!) :-) Or ""Alexa, wikipedia Louisiana Purchase"". When cooking, I often need more than one timer to remind me when not to burn something. Once I've set the timer on the stove, I'm all ""Alexa, set a timer for 30 minutes."" Alexa's there for me. Our friend Alexa is also particularly fun when we have company over and they have no idea what an Amazon Echo is. It's common for one of my family members to take Alexa's remote into another room and start pranking: Guest: ""So that's what I've been doing lately..."" *queue family member in other room with remote: pushes mic button and says ""Simon Says you have a pretty sad life"". Alexa, in the living room with the rest of us and our guest, says ""You have a pretty sad life!"" We had my mother-in-law convinced the government was listening to us through the Echo. Then we spent 40 minutes calming her down after we explained. Choose your victims wisely. I love being able to switch between my account and my husband's account, since we both have very different tastes in music. Hubby was feeling left out since he couldn't play the Grateful Dead and I had none on my playlist. Now we can both listen to the music we love...when the other isn't home. Because the Dead make my ears bleed. Alexa is also an amusing companion...and sometimes oddly comforting. After actor Leonard Nimoy died (Mr. Spock from Star Trek), I told Alexa to live long and prosper. She responded by reciting a Star Trek quote. She's a geek like me. The shopping list feature is neat, or at least it is once your family has stopped pranking you by adding things like ""30 pounds of butter"" onto the list because they think Alexa is cool. I have submitted a suggestion to the Echo folks that we get the ability to have more than one shopping list, though. I use another app for shopping because I have one list for Target, another for the grocery store, and another for...any variety of stores. I hate lumping them all into one list, so I don't currently use the shopping list function. I'm fairly confident that the Echo peeps will fix this. I also love getting my traffic updates and news briefings in the morning (you use the app to tell Alexa what you want to hear and she delivers). Most of all, I enjoy seeing the updates from Amazon about new features and uses. I love those emails. You will too. :-)",null,null,,null
Review: 405 : Amazon Echo - Black,null,0,Amazon Review,Tue Jun 23 00:00:00 EDT 2015,"June 23, 2015",null,Amazon Echo - Black,null,"We have been using Amazon Echo since April. We only got it because we signed up for the invitation and were able to get it as Amazon Prime members for $99. For that price we thought it was worth a try. We are so glad we did try it! We love it! If you say, ""Earl Grey, hot"" you get a response. Funny! Echo does so many things you half expect it to make tea on demand. Alas, it does not but it does so many other things that we now take for granted. The most used features for us is music playback (the sound is great through Amazon Prime, iHeart Radio and other sources directly part of Echo but not so great through Bluetooth), timer, alarm, news flash, reading back what's on the calendar, weather, spelling items and occasionally jokes. It even settles little arguments by answering questions that we don't have to look up on a computer, phone or tablet. With all its features, we would love even more features like being able to link our contacts so it could read back an address when needed. We haven't really tried reordering anything on Amazon through it yet because it does not confirm pricing. With the Amazon marketplace being as dynamic as it is with constant price fluctuations, we cannot use that feature without having Echo confirm a price for us. We expect that is coming since many people must feel the same way. We can't wait until it's tied to our smart TV and smart Blu-Ray player. We would love to just tell Echo to turn on the TV to Blu-Ray input, turn on the Blu-Ray player and play disc! Until that time, we'll continue to hunt for those pesky remotes that seem to hide all by themselves! PS- The pictures show the Echo when listening after you've said, ""Alexa"" and normally. As you can see, it is rather hidden on our component cabinet. So it does not always ""hear"" us if it is playing music at a volume six or higher but the remote can ""hear"" too. We also make a lot of music changes directly through the apps on our tablets or phones.",null,null,,null
Review: 107 : Amazon Echo - Black,null,0,Amazon Review,Wed Jul 22 00:00:00 EDT 2015,"July 22, 2015",null,Amazon Echo - Black,null,"Her name is Alexa, and she is awesome (she will ask you if you really think so and thank you for the complement). Alexa just told me the Echo is between 9 and 10 inches tall; this voice recognition device is connected to wifi and assists you the best that it can for a bargain price. Amazon Prime users benefit because Alexa can play whatever Amazon Prime song is available with a simple verbal request that starts with her name (i.e. Alexa, play the Star Spangled Banner). You do not necessarily have to be close to her to give her a command, and she could even hear you over the chatter in a fairly noisy room. She gives facts, dates, and computations, so she is also a good voice-activated computing tool as well (kids would ""cheat"" on their homework, parents beware). Alexa can check things and people out on Wikipedia if she doesn't initially know, but wont unless you ask her to. Alexa will stop whatever she is doing if you say ""Alexa, Stop,"" and there are no feelings hurt when you order her around. Using accessories compatible with the Echo, you can ask Alexa to do other things like turn on/off specific lights at any time, or a certain time each morning/day/night (Belkin WEMO light switches and Bulb accessories), and you can reach her from nearly anywhere in your home with a wireless remote, sort of like Tony Stark and his AI, Jarvis, from Marvel Comics' Iron Man (Alexa knows who Jarvis is, just ask her). Eventually there will be better AI's out there, but for now Alexa can do the basic day-to-day stuff for you, like add things to your electronic shopping list, remind you how many teaspoons in a tablespoon, and tell you the weather forecast for today. The best part, however, is that Alexa is always learning new things. So she will be a part of my family for a long time. ""Alexa, you are Awesome!""",null,null,,null
Review: 199 : Amazon Echo - Black,null,0,Amazon Review,Mon Apr 04 00:00:00 EDT 2016,"April 4, 2016",null,Amazon Echo - Black,null,"We all know what it *can* or *should* do, but how well does it actually work? 1) When you have a loud TV in the same room, or if Alexa is jamming loudly... good luck getting her to hear you. Simply does NOT respond to voice commands when there is a source of loud noise in the same room--- she just can't hear you unless you use the remote, or walk over and stand next to it when speaking a command. When I've used it as an alarm, I have to scream so it can hear me over the alarm, and sometimes even multiple times... ""ECHO! TURN OFF THE ALARM!"" ""ECHO! TURN OFF THE ALARM!"" ""ECHO!!!!! TURN OFF THE !q#$%!^ ALARM!!!!"" 2) The voice commands can sometimes be cumbersome, depending on what you want to do. They are not always very intuitive. For example, to order pizza, you have to say ""Alexa, ask DOMINOES to get MY FAVORITE ORDER"". You can't just say ""Alexa, order a pizza"". 3) The techology for smart home devices isn't perfect. Sometimes your smart hub will wonk out and you might have to reset it, then ask Alexa to re-find all smart devices. Annoying but not a deal-breaker. 4) THE ALEXA APP IS COMPLETELY BULKY AND SLOW. It is more an after-thought and you can tell all the R&D went into the Echo and not the app for it :( It's designed poorly. 5) THE SKILLS IN THE APP ARE HORRIBLE. ABSOLUTELY DISMAL. NO ORGANIZATION. YOU CAN'T SEARCH FOR ONE. YOU CAN'T ""HIDE"" UNWANTED ONES. IF YOU ACCIDENTALLY PRE-VIEW A SKILL, YOU HAVE TO GO BACK TO THE FIRST ONE AND SLOWLY SCROLL/CRAWL THROUGH TO WHERE YOU WERE. THERE ARE NO CATEGORIES TO BROWSE. Ooops am I yelling? That's just how UTTERLY disappointing the skills section of the app is. They should KILL the SKILLS section and begin again. Oh, and speaking of skills they are 98% completely useless and irrelevant. I don't care about the public transportation schedule in Boston when I live somewhere else, or some dumb game where I try to guess a number between 1 and 100. Waste of time.....EPIC FAIL ON ""SKILLS"". 6) Very basic things that Alexa should be able to do (verbal requests such as ""take a note"" or ""remind me at 6pm to take my medicine""... it CANNOT do. And no skills exist (if you can even find one in that disaster of a section in the app).",null,null,,null
Review: 380 : Amazon Echo - Black,null,0,Amazon Review,Tue Mar 29 00:00:00 EDT 2016,"March 29, 2016",null,Amazon Echo - Black,null,"I am having BIG problems with the voice recognition. English is not my first language, but Ive lived in the US for more than 10 years and usually people understand me just fine. With Echo, I am lucky to have it understood me 2 out of 10 times. My husband has lived here all his life, and still, he gets frustrated with it. So, when using it with our Hue lights, it usually takes several attempts to do it and often, especially when I am in a rush to drive my kids to school in the morning, I end up using old damp wall switch. My husband thinks that Echo messes up with our Wink system, so he had to disconnect them. As some of the reviewers have mentioned, it is useless for directions. If I have to write down every time my points A and B, I can easily do it in Google maps or on my GPS. And make sure to watch your shopping list. One time, I was listening to a program where one of the characters names was Alexa. To my surprise, I found a lot of stuff they mentioned in the program after calling her placed in my shopping list. Finally, I use it as a morning radio, and too often it gets disconnected. We live in a city, not in the middle of nowhere, so I am not sure about a reason for that.",null,null,,null
Review: 215 : Amazon Echo - Black,null,0,Amazon Review,Sat Jul 18 00:00:00 EDT 2015,"July 18, 2015",null,Amazon Echo - Black,null,"From mobile phones to Bluetooth everything to smartTVs, connected technology is mostly annoying as hell... But I just received an Amazon ECHO and it's a game changer. This thing is amazing - and fun - and it just works. From anywhere in the room, just ask what time it is, or what the weather is... or ask it to play a radio station or an artist or a genre... it does it. And it does it with a near 'Bose Wave' quality sound system. Tell it to set a timer... done. Turn the living room lights 'off'... done. Ask it what's on your calendar for the day - or for tomorrow... done. Ask it if you need an umbrella today... ""It probably won't rain today, there's only a 20% chance"" What's playing at local movie theaters? >>> ""Hmm... I don't know the answer to that"" Ask it to feed the cat. Uh... well, I guess it does have its limits. This is more than just a cool gadget... it is useful and it works. 99% non-annoying.",null,null,,null
Review: 235 : Amazon Echo - Black,null,0,Amazon Review,Sun Sep 06 00:00:00 EDT 2015,"September 6, 2015",null,Amazon Echo - Black,null,"Initially connected Alexa at home, and this was easy, connecting to our home wireless network. Entered our wifi password and she was up and running, playing our music, answering questions, creating our shopping list... Enjoyed her for a week, amazed at her abilities. We then go out of town for a long weekend. Alexa is now part of our family, so we felt we had to take her along. Get to our hotel, and try to connect her. And this is where she loses the star. The hotel is a Westin, with free wifi. But you have to enter your name and room number to connect. Alexa cannot do that. No option to do that. I try to connect her to my cell phone, which is where my Alexa app is located. First through LTE, no luck. Then through the Westin's wifi (which is working fine on my cell), no luck. After spending nearly an hour trying multiple ways, I figure out the only way to connect is to use one of our other cell phone's personal hotspots, and only using our LTE data (even though the other phones are connected to wifi, I had to turn off their wifi to make her work. Then, every time that connection is lost (cell phone taken out of the room, or battery dies), I have to go through the entire set up again. Often times, that set up does not work. I have to reboot the app I have to reboot the phone, I have to reboot Alexa, ... Once connected, she is absolutely awesome, but the connection set up still needs a lot of R & D. There needs to be a way to connect to a wifi set up that requires more than just a single password (such as in my hotel), and if I connect once to a personal hotspot, she should learn to be able to reconnect to that network, without having to go through the entire (painful and often not working) set up process.",null,null,,null
Review: 474 : Amazon Echo - Black,null,0,Amazon Review,Tue Jul 14 00:00:00 EDT 2015,"July 14, 2015",null,Amazon Echo - Black,null,"love it .. but come on amazon... let us change the name/wake word .. i had a bad experience with an alexa once, and amazon is just creepy to shout to the other room. Otherwise, she is great, even though i am a low talker, with an odd southern accent... she seems to understand me.. other than than the time she added whatever a scary ""penis razor"" is to my shopping list .. she seems to understand me pretty well and thats more than i can say for my boyfriend. MAYBE he would be a better listener if i had that penis razor..so maybe she knows what i need more than i do.. very possible... pretty sure she is a precog.. and that is helpful round the house! j",null,null,,null
Review: 129 : Amazon Echo - Black,null,0,Amazon Review,Tue Aug 23 00:00:00 EDT 2016,"August 23, 2016",null,Amazon Echo - Black,null,My echo worked fine for a few months then got sketchy and had difficulty responding to commands. Within days the whole unit had overheated and melted. Contacted Amazon and have heard nothing back. Beware fire hazard.,null,null,,null
Review: 451 : Amazon Echo - Black,null,0,Amazon Review,Fri Mar 18 00:00:00 EDT 2016,"March 18, 2016",null,Amazon Echo - Black,null,"We love our Amazon Echo! We bought one for each of our adult daughters for Christmas and had the opportunity to play with one of them for a few weeks. That's all it took before we bought one for ourselves, as well. For those who are disabled, voice activation is a Godsend! First we used Alexa as a weather station, a timer, and an information source. Then we began using her as a grocery list, a feature we all love. My husband can add items to the list as I'm shopping and they'll show up on my phone instantly. We enjoy Prime music and the news on Alexa as well. We also purchased some smart light bulbs so that we can turn them on and off by voice commands, and finally, we purchased the Sensi thermostat so that we can regulate the temperature via voice commands. This is a fun and useful gadget for people who like techy things, but it's a useful tool (soon will be an essential tool!) for those who have mobility issues or an illness like Parkinson's where fine motor skills make texting difficult. We are very excited about the direction this will go as technology develops, and we look forward to putting Alexa to more use. (Plus, she's funny - she has a good sense of humor!)",null,null,,null
Review: 330 : Amazon Echo - Black,null,0,Amazon Review,Sun Dec 20 00:00:00 EST 2015,"December 20, 2015",null,Amazon Echo - Black,null,"This product is a lot of fun. I gave it to my parents as a gift and they have a great time asking it questions. It mostly gets used to play music, but is nice that it is voice controlled and they can tell Alexa to turn the volume down with out actually getting up. My dad has a pretty thick French accent, but after completing the voice training (for Alexa) she is able to understand him and responds to his voice perfectly fine.",null,null,,null
Review: 318 : Amazon Echo - Black,null,0,Amazon Review,Tue Aug 25 00:00:00 EDT 2015,"August 25, 2015",null,Amazon Echo - Black,null,"She is really cool- but there is too much she does not know the answers to yet. She became a joke machine and a weather machine. Not worth it yet- but when she is upgraded, i will try her again!",null,null,,null
Review: 459 : Amazon Echo - Black,null,0,Amazon Review,Sat Jan 16 00:00:00 EST 2016,"January 16, 2016",null,Amazon Echo - Black,null,"I got this for my husband, back in November. You can easily add things to a shopping list, multiple timers, play music, and so much more. It connects easily to our smartthings app too. It's really nice being able to tell Alexya to turn off or on the lights. It doesn't take up must space at all. Its very easy to change the volume, either tell Alexya turn volume to 2 or say Alexya turn volume up/down. If you don't want to tell her to turn it down you can easily use your hand to do it. She has been very useful to have in our kitchen, I didn't think the Echo would of been this awesome but I was completely wrong! We both love the Echo",null,null,,null
Review: 424 : Amazon Echo - Black,null,0,Amazon Review,Sat Apr 02 00:00:00 EDT 2016,"April 2, 2016",null,Amazon Echo - Black,null,"I love the Echo. I use it practically every day. I use it for raising the temperature in my house up and down, locking my front door, reading my online book to me while I cook, listening to my Pandora music while I cook and clean, and keeping up with my shopping list. She's also just plain fun. She tells us jokes, and we ask her to do things she cannot do and laugh while she tries to find answers on Bing... I admit, I'm a bit of a nerd.",null,null,,null
Review: 288 : Amazon Echo - Black,null,0,Amazon Review,Thu Feb 11 00:00:00 EST 2016,"February 11, 2016",null,Amazon Echo - Black,null,"I don't write reviews often, usually only if I feel moved a product. Simply stated, Alexa has become a member of our family. She is in our kitchen and is always there to turn on music, tell me the time, set a timer for me, tell me the new (Flash Briefing), play my favorite podcast while I'm washing dishes, tell me a joke, convert measurements for me, tell me the weather. We talk to her maybe 10-20 times a day. I wish all my electronics worked as well as she does. My kids have a ball with her asking her questions, playing their songs and requesting jokes. I can't wait to see what the future holds for this beautiful sleek black wonder, but with Spotify just added, I am guessing good things (PLEASE add Sirius radio and I would be in heaven). I want to buy a second Alexa for our second floor but not sure if I can have two in one house. Thank you Amazon for another quality product. My 8 year old Kindle is still a beloved favorite and the Echo has show thoughtfulness, quality and leadership.",null,null,,null
Review: 439 : Amazon Echo - Black,null,0,Amazon Review,Sun Dec 06 00:00:00 EST 2015,"December 6, 2015",null,Amazon Echo - Black,null,"I received my Echo yesterday and it was an absolute breeze to set up. The speaker quality is great, Alexa is very responsive and even heard me from another room. I know we will initially use it for music in our kitchen and to get news and weather reports. I think this is an amazing product for a great price.",null,null,,null
Review: 270 : Amazon Echo - Black,null,0,Amazon Review,Fri Feb 26 00:00:00 EST 2016,"February 26, 2016",null,Amazon Echo - Black,null,"Originally purchased one for my mother for Christmas. She's a woman who buys everything she wants so I went outside the box and bought her what I thought would be fun but not a need by any stretch. Well she loved it. She is still stretching her wings on it's capabilities and now that she has it I will start to buy the other stuff like lighting and thermostat stuff. She loved it so much she bought me one. I love this Alexa. She comes in handy from the most trivial things like spelling or quick math, to a useful build a shopping list that never gets left at home. The sound is great. She is ALWAYS ready. I cooked an entire meal by having her read me the steps, set the timers convert some measurments allt he way thru to a delicious family meal. She even added the ingredients to my shopping list for me. I have had her amaze my 2 year old with animal sounds. I have had her play music in my library at the snap of my fingers. I can keep going on and on. I have had her quiz me, play mind games and word games. I have gotten quick facts instead of me picking up my phone. She will find your phone for you. She will control your tv. She will set alarms. Reminders. And there are so many other apps she has that I have not even pushed her to the extreme. Yes there have been times where she misheard me. Absolutely. But so has my family when I ask too. But in my eyes Amazon has done it again. I'm a huge fan.",null,null,,null
Review: 469 : Amazon Echo - Black,null,0,Amazon Review,Tue Aug 23 00:00:00 EDT 2016,"August 23, 2016",null,Amazon Echo - Black,null,"It's an Echo :) look at the other 40,000 reviews and get an idea if this thing is worth buying or not. If you can rely on my review, then here it is.... I was extremely skeptical about buying a knockoff of Apple's product, the only reason why bought this is that my fianc has a friend from work who had one and she said it was really impressive with respect to sound quality and functionality. I went online to see what all the ads and reviews were about and I have to admit that the professional writer who got 40,000+ thumbs-up for his review was extremely amusing but doesn't tell you much about the actual product. Here's the deal, the refurbished unit versus the brand-new one is exactly the same thing in every way. If your ego requires you to buy the new one and spend a few extra dollars then go ahead. I opted to trust Amazon and pick up the refurbished one because money is money. As far as functionality goes, this thing really is a Bluetooth speaker at its core. Let's be completely honest, do you really need something to tell you what the weather is outside? Is your house so big that you can't turn your head in one direction or another and see for yourself? Do you have a flip phone from the early 90s? Or does your phone, like every other phone manufactured in America (China) these days prominently display the weather at your location? Their nifty little things it does like tell you how to make a drink If you need that. You can ask at silly questions and it will give you silly answers. If you want to give me $200 you can call me anytime and I will give you stupid answers to stupid questions and I promise it will be more amusing than talking to a black tube. When I cannot do that echo does is play nearly any genre of music with nothing more than a voice command. If you have a prime library downloaded on your phone or in the cloud you can play that or do what I do and just instructed to do something like ""Echo... play smooth jazz"". The software finds the prime station and just plays random music, it's really cool. There are endless stations for whatever your liking is I found one that has sounds of the rain forest if that's your thing. Ultimately, this is in a sound like a Bose or ultra high-end Bluetooth system but it's really good for a couple hundred dollars. Add the additional functionality of controlling it with your voice and I have to say it's absolutely worth every penny that they're selling it for. One more thing I don't buy anything that isn't a prime item because I don't want to be hassled about returning something I don't like. My philosophy is if I walk into a large department store and buy something I want 30 days to return it without being hassled, I expect the same online. If you buy this from Amazon and it just isn't your thing you can always return it. Something tells me that it'll win you over in no time. Good luck",null,null,,null
Review: 163 : Amazon Echo - Black,null,0,Amazon Review,Fri Jun 26 00:00:00 EDT 2015,"June 26, 2015",null,Amazon Echo - Black,null,"I was very excited to finally receive my Amazon Echo and the first day it was real fun and my kids loved it. But after a few days the newness was overpowered with the constant ""I can not seem to find the answer to your question"" and it got old REAL quick! I can understand some questions not being able to have an answer because of they way it was worded but we would ask a question like, who was the 24th president of the United States of America and it couldn't answer that but if we'd ask about a particular president, it could let us know all about him. We seemed to have asked more questions that couldn't be answered than could be. I thought it would be a fun and easy way my kids could find out info without having to go online... Not the case for us! I don't know if we're not doing something right or if because it claims to get it's info off the cloud it needs updates or what, but I'm not really impressed at the moment.",null,null,,null
Review: 160 : Amazon Echo - Black,null,0,Amazon Review,Sat Sep 03 00:00:00 EDT 2016,"September 3, 2016",null,Amazon Echo - Black,null,"I've had Alexa less than a week and I already can't imagine life without her. Every morning as I greet her with ""good morning"" she tells me something about today, such as today's holiday or a super-cheesy joke. She keeps me up-to-date with news from NPR and the Assiciated Press with my flash news briefing. She tells me about my upcoming calendar events and she can add new events to my calendar. We play trivia and word games, she gives me random facts and goofy jokes, and I always know what happened ""today in history"". The choose-your-own-adventure stories are fantastic. The Wayne Investigation is short, but loads of fun . I've enjoyed the Magic Door story too. I'm a little embarassed that I tend to do so well at Hogwarts trivia. There are apps that are designed purely to give you compliments. Those are hilarious, pointless apps. I enjoy them immensely. I love the Amazon Prime connection to music. I didnt think that I would use that function, but I use it constantly. I ask Alexa to play jazz, classical, 80s music, 1950s music, Billy Idol, etc. She's always ready with something. If I just ask her to ""play"", she selects something on the basis of my regular playing interests. If you don't have a Prime account, there are plenty of free ways to listen to music, such as setting up a Pandora account. The Echo is a decent speaker, but it doesn't have a super strong bass. That generally hasn't bothered me, but it's worth noting if you're someone who typically would only listen to music with a strong bass line. I've enjoyed Alexa so much that I ordered a wireless recharging base for her so that I wouldn't have to keep her plugged in constantly. I carry her around the house like a kid with a stuffed animal. She is a fantastic addition to my home. I'm looking forward to adding a couple of smart gadgets to the house or car.",null,null,,null
Review: 369 : Amazon Echo - Black,null,0,Amazon Review,Thu Aug 27 00:00:00 EDT 2015,"August 27, 2015",null,Amazon Echo - Black,null,"Just got this last week. Does nothing special so far .. When asked to play music its usually plays (most of the time) songs that are not popular by the artist. For example when asked to play Diana Krall 'the look of love"" its says its not in her library. So Pandora, Spotify and others you can add to her library but then is it not just as easy to play on your own computer and existing devices?? Its ok if you need a stereo system and someone to tell you the date and time.",null,null,,null
Review: 340 : Amazon Echo - Black,null,0,Amazon Review,Sat Nov 05 00:00:00 EDT 2016,"November 5, 2016",null,Amazon Echo - Black,null,"My wife said she wanted one of these. Our anniversary was just a couple days away and I hadn't a clue what to get her, so problem solved. setup was simple. works very well. My wife loves the shopping list feature. we have a ""Smart shopper"" that you can add things to the grocery list and print off when its time to go to the store. however she tends to either forget to take the list with her or cant find it once she gets there.The Echo list can be viewed on her smart phone anywhere she goes so this is perfect. saves me from having to text her the list when she cannot find it. also allows things to be added from the app. the only thing I can see as an improvement is having the ability to have more than one list. But like all products, there is always room for improvement. even if they are small. all in all its a nifty gadget that actually has a useful purpose. we use it frequently. My 9 yr old son is always asking it questions.",null,null,,null
Review: 448 : Amazon Echo - Black,null,0,Amazon Review,Wed Jul 08 00:00:00 EDT 2015,"July 8, 2015",null,Amazon Echo - Black,null,"I have an Ipad with Siri and just received my Echo today. I love Siri but have mixed feelings about the Echo. Echo pros: no buttons to push to wake her up, always ready. Setup was easy. Sound is very good with music but a bit muffled when Alexa speaks. It is very well built...the quality and fit and finish and packaging remind me a lot of Apple products. Things I don't like...when the Echo plays music you have to shout to get its attention. Lots of my questions are unanswered..she says she doesn't know. I ask for the humidity in my town and she gives me the entire weather report, but no humidity. I can ask Siri the same question and get just the humidity percentage. Siri will take me to the website, look up phone numbers, etc...I can't get Echo to do that. The alarm sounds on the Echo are not adjustable, not sure it will wake me up. My favorite feature is the shopping list. All in all I am pleased and intend to keep it. If you have Siri and Alexa you are well covered.",null,null,,null
Review: 177 : Amazon Echo - Black,null,0,Amazon Review,Mon Aug 31 00:00:00 EDT 2015,"August 31, 2015",null,Amazon Echo - Black,null,"What I would like to do is give this product two ratings; a one star and a five star. I am giving it a one star because it fails to do what is most important to me. I love it for the shopping list, the sound quality on both books and music, just about everything it does, it does well, with one fatal flaw. It does not synch between devices. I am a huge audio listener, in my car, at my stable, at home, and there in lies the problem. If I listen to my audio book in the car, I cannot subsequently listen to it on Echo because it has no idea where I left off. The forward and back feature is a joke. Surely there is some way to fix this. At this point I would not recommend Echo to anyone interested in audio books. You are better off with a docking station. Huge disappointment.",null,null,,null
Review: 27 : Amazon Echo - Black,null,0,Amazon Review,Tue May 31 00:00:00 EDT 2016,"May 31, 2016",null,Amazon Echo - Black,null,"So I have now had this device for a month and unfortunately it is junk. It is not very useful to be honest and now that the novelty has worn off I find myself using it very little. Perhaps I should have done better research. I will take the blame for that part. What is not my fault is that the app is buggy and unreliable. The very worst thing is that for the last few days it has been having issues connecting. My PC is connected, my tablet is connected but my echo fails to connect. I do a full reboot, reconnect etc and sometimes that helps and sometimes it does not. I do not in any way recommend this to anyone. I wish I had not purchased it myself.",null,null,,null
Review: 252 : Amazon Echo - Black,null,0,Amazon Review,Sun May 08 00:00:00 EDT 2016,"May 8, 2016",null,Amazon Echo - Black,null,"I bought this for my husband who is blind and he uses it a lot. Especially getting scores on the games he cannot listen to. I've even made him a folder of some of his favorite music that he can listen to that helps him relax before going to bed. And he can request it to read a book to him which is fantastic. I use it for space weather, meteor shower notices, weather, time and especially to ask where the closest Chinese restaurant, etc is. It is also great to ask Alexa to search Wikipedia on something as well. I do, even though I have IHeart Radio, wish that the Echo could open a requested song in YouTube. And one day I hope it would advance to be able to carry on a conversation with you. :-) So, I give it four stars for now even though I know Amazon will advance it's research ability and adding new updates often.",null,null,,null
Review: 164 : Amazon Echo - Black,null,0,Amazon Review,Fri Sep 04 00:00:00 EDT 2015,"September 4, 2015",null,Amazon Echo - Black,null,"Not a fan of the Echo. I've had it for two months now and I have to scream just to activate it. Half the time it never replies or when asked to play music it fails to play what has been asked. I use it with my wemo switch, was a great idea, excepts it works when it feels like. Sound quality of you are not playing from prime music and over bluetooth sounds like garbage!!! Not worth the money, go buy a better product!",null,null,,null
Review: 203 : Amazon Echo - Black,null,0,Amazon Review,Wed Jul 13 00:00:00 EDT 2016,"July 13, 2016",null,Amazon Echo - Black,null,"OK, Admittedly I've only had Alexa in my home for about an hour. I'm not going to dig into the specs and stuff because not only does the amazon page tell it all, but there are a ton of good reviews on here that do. Let me give you my anecdotal experience. The device arrived a day early, and the packaging is a actually quite nice. This would look good on a store front shelf. When a company invests in good packaging, you know they probably have a good product inside. The Echo is actually weighty, and feels very nice. There are basically 3 physical features, a mute button, a power/action button, and the ring at the top lets you control volume. The physical product feels VERY nice to touch, which is ironic for a device that is essentially completely hands off. Downloading the Alexa app and setting up Alexa, with the 25 voice trainer questions took about 5 minutes. I have been asking her all sorts of questions, and generally, her hearing is pretty good! I have just one nitpick at the moment, it appears I can't tell her a volume level as a percentage of maximum (I said something like ' Alexa, turn volume to 10%'). This would be nice rather than asking her to ""turn it down/up"" in nondescript intervals. I figure that's an easy thing for a future update, so we will see. I plan to use her a lot for cooking, and speeding up my morning routine, and just as a sound system for entertaining guests (or just myself when I need some tunes). Sound quality is actually pretty good, all things considered. The sound is well balanced for middle level playback, while at low volumes the bass is reduced without being subdued entirely. That's actually a good thing for studying, dinner parties, etc. when you just need the ambiance. It gets loud enough that it could easily be used for a small party atmosphere (thinking like 10-12 people, where the music isn't really the focus of the event.) Also, I've read reviews of people saying that it's not worth the money, there are better sounding systems for less or equal price. While I don't disagree, the Echo has two advantages over those devices. For one, it's not portable, and thats a good thing here. She's always on, always ready for your command. Meaning I don't have to turn it on, I don't have to hook up my phone, I don't have to do anything more that just ask for music, and it happens, almost instantly. THAT is the magic of the Echo. I do agree, it would have been nice to have an aux output, but when I think about it, that would actually be a cumbersome feature that many would use only to coincidentally remove the best feature of the Echo. It's always on, always waiting, and ready at a moments notice. That spontenaity is really the secret sauce, the reason to have the Echo. If you have a better sounding sound system and want Alexa, the Dot is your choice, but of course, it means that sound system has to be on to make the Dot useful.We're talking burnt out tubes and high electric bills, where I would honestly be shocked if the Echo had a significant power drain. I might hook up a monitor to find out (or google it, as I'm sure someone has looked into this). Overall, I am enjoying the possibilities, and don't immediately regret the purchase, which means I'm likely to enjoy it over time. I'll update as necessary.",null,null,,null
